Sales,Month,AgeInMonths,ProfileInMonths,Subscribed,NumPrevOrders,AvgSpend,POSR,OPR,Online,Discount,ShippingOption,Shipping,Country,Platform,Payment,DayOfWeek,Ad_1,Ad_2,Ad_3,SocialMedia
848.01,March,352,48,Monthly,41,240.14,5.7,0.66,92,0,Standard,Paid,South Africa,iOS,Credit Card,Saturday,Yes,Yes,No,Facebook
1204.07,September,557,49,Daily,57,419,7,0.65,33,0,Premium,Paid,Egypt,iOS,Account Credit,Wednesday,Yes,Yes,No,Facebook
738.34,October,400,47,None,49,289.16,4.9,0.85,47,0,Express,Free,India,Computer,Credit Card,Saturday,Yes,Yes,Yes,Instagram
904.48,August,527,8,None,9,338.98,7.7,0.7,40,0,Premium,Paid,South Africa,Computer,Credit Card,Thursday,Yes,Yes,Yes,Twitter
505.12,August,424,4,None,13,205.29,6.4,0.54,54,0,Premium,Paid,Netherlands,Android,Credit Card,Friday,No,No,Yes,None
576.35,October,395,33,Weekly,37,295.01,2.7,0.54,26,0,Express,Paid,South Africa,Computer,Credit Card,Sunday,Yes,No,Yes,Instagram
549.9,June,468,12,None,15,236.27,7.2,0.6,83,0,Standard,Free,South Africa,Computer,Credit Card,Wednesday,Yes,No,Yes,Instagram
727,November,358,1,None,13,210.11,2.3,0.75,51,0,Premium,Paid,South Africa,Computer,Credit Card,Tuesday,No,Yes,No,None
456.47,March,408,50,None,59,207.79,5,0.6,68,28,Standard,Paid,England,Computer,Credit Card,Tuesday,No,No,No,None
867.04,October,547,27,None,30,225.9,2.2,0.93,37,0,Express,Paid,South Africa,Computer,EFT,Thursday,No,No,Yes,None
579.08,March,501,31,Monthly,23,259.63,5.4,0.62,46,0,Standard,Free,South Africa,Computer,Credit Card,Friday,No,No,Yes,None
874.38,October,527,0,None,0,0,0.7,0,33,0,Standard,Paid,England,iOS,Credit Card,Saturday,Yes,Yes,Yes,Twitter
623.22,April,495,29,Monthly,32,190.98,5.7,0.51,38,0,Standard,Paid,Germany,Computer,Credit Card,Friday,Yes,Yes,No,Facebook
458.16,February,507,11,None,13,244.63,4.2,0.88,54,0,Premium,Paid,South Africa,Computer,EFT,Saturday,Yes,No,Yes,Instagram
420.12,May,408,35,Daily,20,205.96,7.2,0.87,52,0,Express,Paid,Germany,Computer,EFT,Tuesday,No,No,No,None
525.72,December,442,37,None,24,137.41,3.3,0.84,37,0,Express,Paid,Germany,Computer,Credit Card,Sunday,No,No,Yes,None
569.51,July,441,53,None,51,448.84,7.2,0.95,27,0,Standard,Paid,Kenya,Computer,PayPal,Saturday,Yes,No,No,Twitter
429.17,August,461,34,Weekly,34,385.03,1.5,0.95,57,0,Express,Paid,Netherlands,Computer,Credit Card,Thursday,Yes,No,No,Instagram
682.97,October,380,39,Weekly,38,379.62,2.3,0.72,26,0,Premium,Paid,South Africa,Computer,Credit Card,Sunday,No,No,Yes,None
544.37,May,445,42,None,42,280.15,3.4,0.8,49,0,Premium,Paid,South Africa,Computer,Credit Card,Monday,Yes,No,Yes,Facebook
573.85,May,500,6,Weekly,16,235.17,3.5,0.79,46,0,Express,Paid,Egypt,iOS,Credit Card,Saturday,No,No,Yes,None
683.38,October,469,79,Monthly,44,208.71,5.6,0.77,42,0,Premium,Paid,South Africa,Computer,Credit Card,Wednesday,No,Yes,Yes,None
613.05,June,511,36,Weekly,21,176.88,2.8,0.52,45,0,Standard,Paid,Germany,Computer,Credit Card,Wednesday,Yes,No,Yes,Twitter
495.22,June,407,36,None,26,231.06,1.3,0.67,27,0,Standard,Free,South Africa,iOS,EFT,Tuesday,Yes,No,No,Instagram
1434.65,May,561,0,None,0,0,4.3,0,65,0,Premium,Paid,Italy,Computer,Credit Card,Friday,No,Yes,No,None
589.08,April,448,34,None,23,196.72,1.9,0.51,37,0,Express,Paid,Egypt,Computer,EFT,Saturday,Yes,No,Yes,Twitter
681.77,January,495,56,Monthly,50,250.88,5.8,0.82,30,0,Standard,Paid,Germany,Computer,EFT,Sunday,Yes,No,Yes,Instagram
557.41,July,445,24,None,44,225.74,6.6,0.83,40,0,Standard,Paid,South Africa,Computer,EFT,Saturday,Yes,Yes,No,Facebook
633.63,November,405,53,Daily,56,199.74,6.5,0.67,58,0,Premium,Paid,South Africa,Computer,Credit Card,Sunday,No,Yes,Yes,None
1436.08,June,556,24,None,29,236.95,7.5,0.77,43,0,Standard,Paid,Japan,Computer,EFT,Wednesday,No,Yes,No,None
642.19,August,518,47,Daily,57,251.06,5.9,0.83,69,0,Standard,Free,Belgium,Computer,Credit Card,Sunday,Yes,No,Yes,Facebook
629.92,May,427,27,Monthly,36,241.69,5.9,0.58,60,0,Premium,Paid,China,Computer,EFT,Saturday,No,Yes,No,None
466.29,April,475,0,None,0,0,5.2,0,36,38,Standard,Paid,Japan,Computer,Credit Card,Thursday,No,Yes,No,None
927.68,May,370,47,Daily,47,265.71,7.4,0.54,36,0,Premium,Paid,South Africa,iOS,Credit Card,Monday,Yes,Yes,No,Instagram
729.2,July,545,33,None,30,244.79,6.4,0.77,52,0,Standard,Paid,India,Computer,Credit Card,Saturday,Yes,No,Yes,Facebook
476.08,August,485,18,None,14,243.8,4.9,0.93,33,0,Express,Paid,Ireland,Computer,Credit Card,Saturday,No,No,Yes,None
529.59,October,461,13,None,5,297.86,5.8,0.8,42,0,Standard,Paid,South Africa,Computer,EFT,Saturday,No,Yes,Yes,None
553.75,July,445,53,Monthly,57,298.93,4.5,0.83,52,18,Standard,Paid,South Africa,iOS,Credit Card,Saturday,Yes,Yes,No,Facebook
560.13,September,355,32,None,33,276.69,8,0.67,25,0,Premium,Paid,South Africa,iOS,EFT,Thursday,Yes,No,Yes,Facebook
465.56,December,448,34,None,36,293.83,0.5,0.71,56,0,Express,Paid,Ireland,iOS,Credit Card,Friday,No,No,Yes,None
549.33,June,404,27,None,19,298.42,0.3,0.57,39,0,Standard,Paid,Germany,Computer,Credit Card,Tuesday,Yes,No,Yes,Facebook
700.46,June,473,14,Daily,6,346.91,5,0.54,31,0,Express,Paid,Ireland,iOS,Credit Card,Friday,No,Yes,Yes,None
630.25,August,505,59,Weekly,40,142.26,3,0.91,43,0,Premium,Free,England,Computer,Credit Card,Sunday,No,No,Yes,None
675.87,September,499,18,None,11,153.31,7.5,0.59,38,0,Standard,Paid,South Africa,iOS,Credit Card,Thursday,No,Yes,No,None
591.11,February,382,38,None,28,502.49,1.9,0.53,58,0,Standard,Paid,South Africa,Computer,Account Credit,Sunday,No,Yes,No,None
677.36,January,397,17,Monthly,11,192.07,3.6,0.72,47,0,Premium,Paid,South Africa,Computer,Account Credit,Wednesday,No,No,Yes,None
654.68,September,382,36,Monthly,37,228.34,3.7,0.66,45,0,Express,Paid,England,iOS,Credit Card,Tuesday,No,Yes,Yes,None
848.23,September,331,13,None,11,273.51,3.4,0.72,42,0,Express,Paid,Netherlands,Computer,Credit Card,Monday,No,Yes,Yes,None
650.93,March,515,0,None,0,0,7.8,0,68,0,Standard,Paid,South Africa,Android,Credit Card,Sunday,No,Yes,Yes,None
497.22,July,445,17,None,13,469.97,1.8,0.63,59,0,Express,Paid,United States,Computer,Credit Card,Monday,Yes,No,No,Facebook
566.05,November,521,42,None,44,250.14,1.8,0.9,50,12,Premium,Paid,South Africa,Computer,EFT,Saturday,No,No,No,None
513.01,May,450,19,None,6,268.69,5,0.67,57,0,Standard,Paid,South Africa,Computer,EFT,Thursday,Yes,Yes,No,Twitter
727.66,December,385,32,None,30,210.28,6.6,0.87,64,0,Express,Paid,South Africa,Computer,EFT,Sunday,No,Yes,Yes,None
530.48,July,481,17,None,8,316.25,2.6,0.77,50,0,Express,Paid,Egypt,Computer,Credit Card,Wednesday,No,No,Yes,None
685.74,August,387,17,None,11,390.35,2.8,0.68,42,0,Express,Paid,United States,iOS,Account Credit,Saturday,Yes,Yes,Yes,Twitter
662.98,January,526,14,None,8,234.19,0.2,0.87,40,0,Express,Paid,Netherlands,Computer,Credit Card,Monday,No,Yes,Yes,None
771.57,March,468,62,Daily,53,182.54,5.5,0.81,37,0,Premium,Paid,India,Computer,Credit Card,Tuesday,No,Yes,Yes,None
632.98,August,356,25,None,29,175.82,2.7,0.74,51,6,Express,Free,England,Computer,Credit Card,Tuesday,No,No,Yes,None
700.28,August,517,0,None,0,0,6.1,0,54,41,Standard,Paid,South Africa,Computer,Credit Card,Sunday,No,Yes,Yes,None
483.68,January,446,37,None,34,206.58,5.1,0.62,22,41,Standard,Paid,India,iOS,Credit Card,Tuesday,Yes,No,Yes,Instagram
584.23,June,440,21,None,40,156.21,1.7,0.58,32,0,Standard,Paid,Germany,Computer,Credit Card,Sunday,Yes,Yes,No,Twitter
759.65,August,357,4,None,14,137.45,7.6,0.76,68,0,Express,Paid,Japan,Android,Credit Card,Thursday,Yes,Yes,No,Facebook
789.42,May,343,26,None,28,227.07,5.7,0.5,40,0,Standard,Free,South Africa,iOS,EFT,Friday,No,No,Yes,None
550.93,September,481,52,Daily,56,374.42,4.8,0.61,44,0,Premium,Paid,South Africa,Computer,EFT,Saturday,No,No,Yes,None
782.27,March,494,16,None,12,344.25,6.2,0.76,42,19,Express,Paid,Belgium,Computer,PayPal,Wednesday,No,Yes,Yes,None
553.12,October,475,10,Weekly,8,216.54,2.1,0.91,36,0,Premium,Paid,Kenya,iOS,Credit Card,Friday,No,Yes,Yes,None
581.52,May,403,0,None,0,0,5.3,0,43,0,Express,Paid,Netherlands,Android,Credit Card,Sunday,No,Yes,No,None
597.35,March,427,49,None,53,452.53,3.9,0.71,51,0,Standard,Paid,Belgium,Computer,EFT,Wednesday,Yes,No,Yes,Facebook
534.26,June,458,5,None,9,226.47,5.4,0.6,26,0,Express,Paid,South Africa,Computer,Credit Card,Saturday,No,No,Yes,None
1096.25,December,311,27,None,26,239.32,5.2,0.99,46,0,Premium,Paid,China,Computer,Credit Card,Tuesday,No,Yes,Yes,None
688.66,January,536,29,None,32,150.63,7.4,0.53,62,0,Premium,Paid,England,Computer,Credit Card,Monday,No,Yes,Yes,None
561.59,April,452,2,None,12,234.03,2.4,0.51,48,0,Standard,Paid,Germany,Computer,Credit Card,Friday,No,No,Yes,None
573.84,April,399,0,None,0,0,2.7,0,49,0,Standard,Free,Italy,iOS,Credit Card,Saturday,No,No,No,None
649.98,March,440,47,Daily,44,339.17,7.9,0.51,23,0,Express,Paid,Netherlands,iOS,Account Credit,Saturday,No,No,Yes,None
599.43,July,479,49,None,50,251.93,3.6,0.52,28,0,Premium,Paid,South Africa,Computer,Credit Card,Friday,No,No,No,None
576.35,March,379,57,None,53,212.87,1.8,0.79,59,0,Standard,Paid,South Africa,Android,EFT,Tuesday,Yes,Yes,No,Twitter
448.08,December,420,28,None,34,411.79,3.3,0.77,30,0,Premium,Paid,South Africa,Computer,Credit Card,Sunday,Yes,No,Yes,Instagram
879.98,May,539,19,Monthly,15,162.27,4.4,0.62,51,0,Standard,Free,South Africa,Computer,Credit Card,Thursday,No,Yes,No,None
551.91,July,426,6,None,9,279.88,4.5,0.72,49,0,Premium,Paid,South Africa,iOS,Credit Card,Sunday,Yes,No,No,Twitter
487.19,July,436,26,None,31,213.79,1.1,0.59,36,0,Express,Paid,South Africa,Computer,Credit Card,Friday,Yes,No,No,Facebook
947.65,May,538,5,None,14,334.08,4.5,0.56,29,0,Express,Paid,Germany,Computer,Credit Card,Thursday,Yes,No,Yes,Twitter
732.33,August,397,32,Monthly,28,347.97,5.2,0.83,69,0,Premium,Paid,South Africa,Android,Credit Card,Friday,No,Yes,Yes,None
1110.26,November,326,40,None,35,140.19,4.4,0.61,33,0,Premium,Paid,South Africa,Computer,Credit Card,Tuesday,No,Yes,Yes,None
1629.85,December,561,0,None,0,0,7.5,0,53,0,Standard,Free,England,Computer,EFT,Saturday,No,Yes,Yes,None
460.67,September,488,30,None,26,206.75,4.1,0.88,63,0,Standard,Free,South Africa,Computer,Credit Card,Wednesday,No,Yes,No,None
592.82,September,506,47,Daily,47,388.28,4.1,0.75,50,0,Express,Paid,India,Computer,PayPal,Tuesday,No,No,Yes,None
717.51,July,512,42,Daily,41,260.57,7.5,0.56,33,0,Standard,Paid,South Africa,Computer,EFT,Saturday,Yes,No,Yes,Facebook
863.34,January,532,24,None,23,202.11,0.5,0.71,37,0,Express,Paid,Japan,Computer,Account Credit,Saturday,Yes,No,Yes,Twitter
548.99,June,389,24,None,20,195.77,1.9,0.51,57,0,Express,Paid,South Africa,Computer,Account Credit,Saturday,Yes,Yes,No,Instagram
576.21,May,410,26,Monthly,30,250.75,3.3,0.57,62,0,Standard,Free,South Africa,Computer,Credit Card,Tuesday,No,Yes,No,None
771.66,April,499,28,None,32,212.15,7.4,0.83,47,0,Standard,Paid,South Africa,iOS,Credit Card,Friday,No,Yes,Yes,None
542.27,May,383,19,None,9,536.4,4.1,0.98,41,0,Standard,Free,South Africa,Computer,Credit Card,Saturday,No,No,Yes,None
491.91,March,431,36,None,41,178.95,5.6,0.66,64,0,Express,Paid,South Africa,iOS,Credit Card,Saturday,Yes,No,Yes,Instagram
913.99,August,524,46,Daily,53,211.62,7.8,0.98,41,43,Standard,Paid,South Africa,Computer,Credit Card,Friday,No,Yes,Yes,None
540.93,January,421,0,None,0,0,0.9,0,21,0,Express,Paid,Egypt,Computer,EFT,Saturday,No,No,Yes,None
620.17,April,426,72,Monthly,44,259.34,5.9,0.84,40,0,Express,Paid,South Africa,Computer,Credit Card,Friday,No,Yes,No,None
644.23,October,391,43,Daily,46,234.05,6.9,0.84,66,0,Premium,Paid,China,Computer,EFT,Sunday,Yes,No,No,Facebook
771.7,November,337,22,None,26,253.69,1.3,0.76,43,0,Standard,Free,South Africa,Computer,EFT,Sunday,Yes,No,Yes,Instagram
467.24,June,402,3,None,16,391.09,4,0.61,46,0,Express,Paid,South Africa,Computer,Credit Card,Wednesday,No,No,Yes,None
961.9,June,329,21,None,32,189.09,6.6,0.75,26,0,Premium,Paid,South Africa,Computer,Credit Card,Wednesday,Yes,No,Yes,Facebook
432.04,December,452,30,None,33,300.05,0.8,0.67,43,0,Premium,Paid,South Africa,Computer,Credit Card,Tuesday,No,No,Yes,None
690.62,April,440,0,None,0,0,5,0,35,14,Standard,Paid,Japan,Computer,Account Credit,Saturday,No,Yes,No,None
560.86,August,442,23,None,30,169.62,5.7,0.84,49,0,Express,Paid,England,Computer,Account Credit,Wednesday,No,Yes,No,None
527.25,March,448,37,None,30,218.25,1.9,0.89,36,0,Express,Paid,Egypt,Android,EFT,Friday,Yes,No,No,Twitter
748.6,April,343,29,None,28,157.72,2,0.52,28,0,Standard,Paid,South Africa,Android,EFT,Friday,Yes,No,Yes,Instagram
493.89,February,392,16,None,16,162.73,1.3,0.55,51,0,Express,Paid,India,iOS,Account Credit,Thursday,No,No,Yes,None
531.71,July,445,0,None,0,0,0.7,0,74,36,Standard,Paid,South Africa,Computer,Credit Card,Monday,No,No,Yes,None
610.54,January,426,26,None,38,222.45,4.1,0.53,68,0,Standard,Free,China,Computer,EFT,Friday,No,Yes,No,None
751.82,March,369,8,None,9,306.33,6.6,0.55,52,9,Express,Paid,China,Computer,Credit Card,Saturday,No,Yes,No,None
537.64,August,395,13,None,13,296.38,7.7,0.86,107,0,Express,Paid,South Africa,Computer,EFT,Friday,No,No,No,None
701.52,February,408,36,Monthly,23,149.93,5.1,0.99,21,0,Express,Paid,Ireland,Computer,Credit Card,Saturday,Yes,No,Yes,Facebook
760.45,September,522,34,None,45,196.23,4.5,0.82,44,0,Standard,Paid,England,Computer,Credit Card,Sunday,No,Yes,No,None
596.72,October,405,36,Monthly,31,498.77,5,0.5,47,0,Standard,Paid,South Africa,Computer,Credit Card,Friday,No,Yes,Yes,None
578.61,November,445,9,None,10,276.59,2.5,0.76,32,0,Standard,Paid,Egypt,Computer,Credit Card,Friday,No,Yes,Yes,None
940.22,March,335,13,Monthly,10,396.42,5.6,0.68,48,0,Standard,Paid,United States,Computer,Credit Card,Friday,No,No,Yes,None
820.93,July,547,36,None,37,159.2,4.9,0.56,79,0,Standard,Paid,South Africa,Computer,Credit Card,Wednesday,No,Yes,No,None
516.03,March,454,15,Daily,15,339.59,6.1,0.82,76,0,Premium,Paid,South Africa,Computer,Account Credit,Thursday,No,Yes,No,None
607.18,June,389,13,None,11,519.13,0.4,0.9,31,0,Standard,Paid,South Africa,Computer,Credit Card,Friday,Yes,No,Yes,Twitter
804.58,May,342,5,Monthly,17,136.84,4.5,0.96,33,0,Premium,Paid,South Africa,Computer,Credit Card,Friday,No,Yes,Yes,None
832.71,September,494,13,None,14,619.61,6.7,0.64,40,0,Express,Paid,Germany,iOS,Credit Card,Friday,Yes,Yes,Yes,Facebook
726.4,January,415,18,Weekly,12,227.97,1.1,0.65,44,0,Premium,Paid,South Africa,Computer,Credit Card,Sunday,Yes,No,Yes,Facebook
797.5,May,451,39,None,28,279.3,6.1,0.65,43,0,Premium,Paid,China,Android,Account Credit,Sunday,No,Yes,Yes,None
650.29,July,409,27,Monthly,30,223.69,5.3,0.75,49,0,Express,Paid,Germany,Computer,Credit Card,Friday,No,Yes,No,None
603.87,November,380,9,None,10,388.3,2.4,0.64,67,0,Premium,Paid,Belgium,Computer,Credit Card,Tuesday,No,No,No,None
1214.62,March,560,0,None,0,0,7.3,0,54,0,Express,Paid,Ireland,Android,Credit Card,Thursday,Yes,No,Yes,Instagram
454.14,June,442,39,None,36,217.92,4.8,0.93,54,0,Express,Paid,England,Android,Credit Card,Friday,No,No,Yes,None
625.68,May,407,45,Weekly,49,303.31,3.5,0.51,30,0,Express,Paid,England,iOS,Credit Card,Tuesday,No,Yes,No,None
660.25,April,365,23,None,25,190.3,5.7,0.75,48,0,Premium,Paid,Japan,Computer,Account Credit,Saturday,Yes,Yes,No,Facebook
689.44,January,517,22,Weekly,28,192.33,3.5,0.58,53,0,Standard,Paid,China,Computer,Credit Card,Friday,Yes,No,No,Instagram
548.52,April,475,0,None,0,0,6.8,0,73,22,Express,Paid,South Africa,Computer,EFT,Saturday,No,Yes,Yes,None
618.19,May,477,42,Weekly,34,482.88,2.7,0.64,48,0,Standard,Paid,South Africa,Computer,EFT,Thursday,No,Yes,Yes,None
554.53,December,486,20,None,13,238.16,2,0.53,44,0,Premium,Paid,Egypt,Computer,Credit Card,Friday,No,Yes,Yes,None
691.17,January,367,44,Daily,46,275.43,7,0.58,69,0,Standard,Paid,South Africa,Computer,Credit Card,Saturday,Yes,Yes,No,Twitter
554.39,September,455,30,None,31,164.62,2.3,0.55,36,0,Premium,Paid,Brazil,Computer,Credit Card,Friday,No,No,No,None
850.1,December,481,12,None,10,365.04,7.7,0.7,54,0,Premium,Paid,United States,Computer,Account Credit,Saturday,No,Yes,Yes,None
724.91,February,394,10,Monthly,9,181.15,4.8,0.68,59,0,Express,Paid,Egypt,Computer,Credit Card,Saturday,No,Yes,Yes,None
597.81,March,503,13,None,9,158.05,2.4,0.83,33,0,Express,Paid,India,Computer,PayPal,Thursday,No,Yes,Yes,None
499.61,March,416,33,Daily,30,223.76,7.4,0.73,52,0,Premium,Paid,Germany,Computer,Credit Card,Friday,No,No,Yes,None
664.39,January,526,15,None,16,149.85,3.2,0.7,60,0,Premium,Paid,China,Android,Credit Card,Saturday,Yes,No,Yes,Instagram
940.41,February,543,0,None,0,0,6.1,0,52,17,Standard,Paid,South Africa,Computer,EFT,Friday,No,Yes,No,None
499.08,July,440,36,None,22,369.31,4.1,0.7,38,14,Express,Paid,Egypt,Computer,Credit Card,Saturday,Yes,Yes,Yes,Instagram
715.1,October,396,30,Daily,23,380.97,6.2,0.72,58,0,Premium,Paid,South Africa,iOS,Credit Card,Sunday,No,Yes,No,None
492.04,May,413,22,None,36,307.4,1.6,0.53,96,15,Express,Paid,Egypt,Android,Credit Card,Wednesday,No,Yes,No,None
522.43,January,438,35,None,32,292.77,4.6,0.82,20,0,Express,Paid,England,Computer,Credit Card,Saturday,No,No,Yes,None
629.46,January,423,1,None,11,234.61,5.9,1,48,0,Premium,Paid,China,Computer,Credit Card,Thursday,No,Yes,Yes,None
544.38,April,384,43,None,34,184.79,4,0.63,51,0,Standard,Paid,Kenya,Computer,Credit Card,Friday,Yes,No,No,Facebook
527.88,May,438,85,Monthly,50,173.62,5.5,0.7,31,0,Premium,Paid,South Africa,iOS,Credit Card,Saturday,Yes,No,Yes,Facebook
481.09,September,461,29,None,30,256.42,2.6,0.92,64,0,Express,Paid,Netherlands,Computer,EFT,Saturday,Yes,No,Yes,Instagram
422.2,August,455,28,None,25,274.79,5.6,0.94,50,0,Premium,Paid,South Africa,Computer,Credit Card,Sunday,No,Yes,No,None
579.1,December,468,32,Weekly,27,214.74,3.1,0.53,41,31,Express,Paid,South Africa,Computer,Account Credit,Saturday,No,No,No,None
627.75,September,498,21,Daily,32,196.56,6.1,0.75,57,0,Express,Paid,South Africa,Computer,Credit Card,Friday,Yes,Yes,No,Facebook
503.34,March,462,2,None,15,153.87,6.9,0.74,58,0,Premium,Paid,South Africa,iOS,EFT,Saturday,Yes,Yes,No,Facebook
527.28,May,423,41,Weekly,47,159.12,2.8,0.52,63,0,Standard,Paid,South Africa,iOS,EFT,Tuesday,Yes,No,No,Instagram
676.66,April,455,16,None,8,246.85,6.7,0.54,38,0,Premium,Paid,Italy,Computer,Credit Card,Sunday,No,Yes,No,None
515.45,October,420,2,None,14,256.4,6.5,0.94,51,0,Premium,Paid,South Africa,Computer,Credit Card,Thursday,No,Yes,Yes,None
815.6,September,380,48,None,52,291.48,7.4,0.61,48,0,Premium,Paid,South Africa,Android,Credit Card,Sunday,Yes,Yes,No,Facebook
663.88,December,449,46,None,50,341.35,6.9,0.62,47,0,Premium,Paid,South Africa,Computer,Credit Card,Friday,No,Yes,No,None
557.31,September,511,27,None,21,240.3,2.6,0.62,39,21,Standard,Paid,South Africa,Computer,PayPal,Monday,No,No,No,None
472.25,October,452,20,Monthly,6,226.34,5.6,0.85,53,0,Standard,Paid,South Africa,Computer,Credit Card,Sunday,Yes,No,Yes,Twitter
573.66,April,376,48,Daily,45,273.45,4.9,0.57,50,0,Express,Paid,South Africa,Computer,Credit Card,Saturday,No,Yes,Yes,None
571.79,February,398,19,None,9,138.92,7.4,0.6,40,27,Express,Paid,Netherlands,Computer,EFT,Monday,No,Yes,No,None
453.26,November,426,25,None,30,215.04,3.7,0.72,66,0,Standard,Free,South Africa,Computer,EFT,Monday,Yes,Yes,No,Instagram
645.81,August,439,39,Monthly,32,319.61,5.8,0.55,41,0,Standard,Free,South Africa,iOS,Account Credit,Thursday,No,Yes,No,None
977.76,February,332,0,None,0,0,6.9,0,39,0,Standard,Free,Egypt,Android,Credit Card,Saturday,No,Yes,No,None
485.21,February,468,18,None,6,169.59,4.3,0.78,48,0,Premium,Paid,England,iOS,Credit Card,Tuesday,Yes,No,Yes,Instagram
1327.91,February,316,80,Weekly,51,274.61,2.9,0.52,34,0,Express,Paid,United States,Android,Credit Card,Sunday,No,Yes,No,None
709.87,September,465,0,None,0,0,8,0,58,0,Standard,Paid,South Africa,Android,Credit Card,Tuesday,No,Yes,No,None
578.92,February,499,61,Weekly,62,159.08,3.6,0.52,69,0,Standard,Paid,South Africa,Android,Credit Card,Tuesday,No,Yes,Yes,None
512.49,March,517,25,None,25,194.95,1,0.61,30,0,Express,Paid,England,Computer,Credit Card,Sunday,Yes,No,Yes,Facebook
489.38,December,493,34,None,30,256.58,5.3,0.93,37,0,Express,Paid,Netherlands,iOS,EFT,Monday,Yes,No,Yes,Instagram
532.02,November,377,8,None,10,136.31,2.7,0.66,61,8,Express,Paid,Egypt,Computer,Credit Card,Tuesday,No,No,Yes,None
564.65,December,395,57,Daily,39,272,6.1,0.91,20,0,Express,Paid,South Africa,Android,Credit Card,Friday,No,No,Yes,None
601.47,January,436,24,None,33,468.84,7,0.64,70,0,Premium,Paid,South Africa,Android,Credit Card,Sunday,No,Yes,No,None
581.74,August,489,40,None,31,271.86,1.5,0.72,34,0,Express,Paid,Germany,iOS,Credit Card,Sunday,No,No,Yes,None
487.13,June,485,41,Weekly,35,227.02,2.6,0.7,57,0,Premium,Paid,South Africa,Computer,Credit Card,Wednesday,No,No,Yes,None
760.47,June,360,17,None,14,245.47,2.3,0.77,32,0,Standard,Paid,Germany,Computer,Credit Card,Friday,Yes,Yes,No,Facebook
580.87,February,444,39,None,22,219.51,2.5,0.56,49,0,Express,Paid,England,Computer,Credit Card,Wednesday,Yes,No,Yes,Facebook
532.41,March,361,26,None,17,200.49,0.7,1,59,0,Express,Paid,Kenya,Computer,Credit Card,Friday,No,No,Yes,None
744.98,December,551,65,None,52,176.59,1.8,0.88,58,0,Premium,Paid,South Africa,Computer,Credit Card,Friday,Yes,Yes,Yes,Instagram
596.71,January,398,0,None,0,0,0.3,0,54,0,Premium,Paid,South Africa,Computer,Credit Card,Friday,Yes,Yes,No,Facebook
1429.26,May,567,0,None,0,0,7.5,0,49,0,Express,Paid,Netherlands,Computer,Credit Card,Saturday,No,Yes,No,None
552.8,August,446,39,None,24,380.78,2.1,0.69,33,0,Premium,Paid,South Africa,Computer,EFT,Saturday,Yes,No,Yes,Facebook
557.07,November,398,30,Daily,29,150.17,5.2,0.57,64,0,Premium,Paid,South Africa,Computer,Credit Card,Sunday,No,Yes,Yes,None
687.79,October,338,21,None,19,342.49,3.1,0.74,27,0,Premium,Paid,South Africa,Computer,Credit Card,Friday,No,No,Yes,None
477.07,August,461,38,None,40,170.63,7.4,0.95,40,0,Standard,Paid,South Africa,Computer,Credit Card,Wednesday,Yes,No,No,Facebook
438.81,June,420,5,None,15,397.28,2.7,0.94,44,0,Standard,Free,South Africa,iOS,EFT,Wednesday,No,No,Yes,None
492.05,August,419,25,None,36,276.89,4.6,0.5,35,0,Express,Paid,Netherlands,iOS,Credit Card,Friday,Yes,No,Yes,Instagram
496.12,April,392,16,None,12,303.47,3.9,0.58,69,0,Standard,Paid,South Africa,Computer,EFT,Thursday,No,No,Yes,None
566.43,May,437,39,None,27,225.07,2.2,0.65,55,0,Premium,Paid,South Africa,Android,Credit Card,Friday,No,Yes,No,None
625.57,November,469,62,Daily,52,136.25,6.8,0.5,19,0,Standard,Paid,South Africa,Computer,Credit Card,Saturday,No,No,Yes,None
751.78,April,382,14,None,11,370.76,6.8,0.74,59,0,Standard,Free,South Africa,Computer,PayPal,Sunday,Yes,Yes,No,Instagram
613.73,October,356,17,Weekly,9,184.04,3.6,0.53,65,0,Premium,Paid,England,Computer,Credit Card,Saturday,No,No,Yes,None
537.1,July,400,23,None,29,366.15,3.3,0.72,51,0,Express,Paid,South Africa,iOS,Credit Card,Tuesday,No,No,Yes,None
637.63,November,440,29,None,30,216.63,4.1,1,59,28,Standard,Paid,Japan,Computer,Credit Card,Saturday,Yes,Yes,No,Facebook
747.98,October,551,41,None,46,161.36,3.2,0.91,30,0,Standard,Paid,Belgium,Computer,EFT,Friday,Yes,No,Yes,Facebook
615.19,June,467,0,None,0,0,4.4,0,58,0,Standard,Free,South Africa,iOS,Credit Card,Friday,No,Yes,No,None
584.26,November,488,53,None,45,219.54,1.1,0.54,44,0,Express,Paid,Ireland,Computer,Credit Card,Sunday,Yes,No,Yes,Instagram
752.77,May,340,15,None,11,223.35,5.6,0.61,42,0,Express,Paid,South Africa,Computer,Credit Card,Friday,No,No,No,None
579.48,November,369,16,None,9,263.75,7.8,0.98,78,0,Standard,Paid,South Africa,Computer,Credit Card,Friday,No,Yes,No,None
539.4,March,426,65,Weekly,54,468.62,1.4,0.74,32,0,Express,Paid,South Africa,Computer,Credit Card,Wednesday,No,No,Yes,None
480.63,June,460,42,Monthly,59,138.83,5.9,0.54,59,0,Premium,Paid,South Africa,Computer,Credit Card,Wednesday,Yes,No,No,Twitter
